"state","week","race","kids","food_sufficiency","people"
"Nebraska",14,"Asian alone, not Hispanic","no",NA,4505.8136465
"Nebraska",14,"Asian alone, not Hispanic","yes","enough not wanted",4322.31965377
"Nebraska",14,"Asian alone, not Hispanic","yes","enough wanted",6863.57781222
"Nebraska",14,"Asian alone, not Hispanic","yes","sometimes not enough",1171.6028112
"Nebraska",14,"Asian alone, not Hispanic","yes",NA,255.33514979
"Nebraska",14,"Black alone, not Hispanic","no","enough not wanted",3907.63194148
"Nebraska",14,"Black alone, not Hispanic","no","enough wanted",14237.83280393
"Nebraska",14,"Black alone, not Hispanic","no","sometimes not enough",6658.99653211
"Nebraska",14,"Black alone, not Hispanic","no",NA,1559.3248909
"Nebraska",14,"Black alone, not Hispanic","yes","enough not wanted",11499.40895823
"Nebraska",14,"Black alone, not Hispanic","yes","enough wanted",9498.16786655
"Nebraska",14,"Black alone, not Hispanic","yes","often not enough",943.59360106
"Nebraska",14,"Black alone, not Hispanic","yes","sometimes not enough",3625.46599621
"Nebraska",14,"Black alone, not Hispanic","yes",NA,11315.98611632
"Nebraska",14,"Hispanic or Latino, all Races","no","enough not wanted",12258.20297082
"Nebraska",14,"Hispanic or Latino, all Races","no","enough wanted",42244.43811196
"Nebraska",14,"Hispanic or Latino, all Races","no","often not enough",1164.01906879
"Nebraska",14,"Hispanic or Latino, all Races","no","sometimes not enough",2082.16991538
"Nebraska",14,"Hispanic or Latino, all Races","no",NA,4579.78788602
"Nebraska",14,"Hispanic or Latino, all Races","yes","enough not wanted",22563.10368118
"Nebraska",14,"Hispanic or Latino, all Races","yes","enough wanted",17505.91491105
"Nebraska",14,"Hispanic or Latino, all Races","yes","often not enough",910.91316824
"Nebraska",14,"Hispanic or Latino, all Races","yes","sometimes not enough",17205.38273514
"Nebraska",14,"Hispanic or Latino, all Races","yes",NA,13772.06755146
"Nebraska",14,"Two or more races or Other","no","enough not wanted",8011.78832839
"Nebraska",14,"Two or more races or Other","no","enough wanted",6137.3851972
"Nebraska",14,"Two or more races or Other","no","sometimes not enough",766.00544938
"Nebraska",14,"Two or more races or Other","no",NA,1660.57898758
"Nebraska",14,"Two or more races or Other","yes","enough not wanted",5521.87250998
"Nebraska",14,"Two or more races or Other","yes","enough wanted",5778.79216553
"Nebraska",14,"Two or more races or Other","yes","often not enough",5404.02698157
"Nebraska",14,"Two or more races or Other","yes","sometimes not enough",102.97981311
"Nebraska",14,"Two or more races or Other","yes",NA,7774.0728921
"Nebraska",14,"White alone, not Hispanic","no","enough not wanted",144615.22389872
"Nebraska",14,"White alone, not Hispanic","no","enough wanted",490224.35369734
"Nebraska",14,"White alone, not Hispanic","no","often not enough",14470.70263206
"Nebraska",14,"White alone, not Hispanic","no","sometimes not enough",28185.44214403
"Nebraska",14,"White alone, not Hispanic","no",NA,63131.03892991
"Nebraska",14,"White alone, not Hispanic","yes","enough not wanted",93209.19510234
"Nebraska",14,"White alone, not Hispanic","yes","enough wanted",227863.1974054
"Nebraska",14,"White alone, not Hispanic","yes","often not enough",21288.04168176
"Nebraska",14,"White alone, not Hispanic","yes","sometimes not enough",27221.4801889
"Nebraska",14,"White alone, not Hispanic","yes",NA,40935.32431782
"Nebraska",15,"Asian alone, not Hispanic","no","enough not wanted",2502.41490232
"Nebraska",15,"Asian alone, not Hispanic","no","enough wanted",9649.12001975
"Nebraska",15,"Asian alone, not Hispanic","no","sometimes not enough",559.93685761
"Nebraska",15,"Asian alone, not Hispanic","no",NA,402.26221466
"Nebraska",15,"Asian alone, not Hispanic","yes","enough not wanted",3185.49931598
"Nebraska",15,"Asian alone, not Hispanic","yes","enough wanted",5288.97606779
"Nebraska",15,"Asian alone, not Hispanic","yes","sometimes not enough",579.43372599
"Nebraska",15,"Asian alone, not Hispanic","yes",NA,2064.73398948
"Nebraska",15,"Black alone, not Hispanic","no","enough not wanted",3084.35386656
"Nebraska",15,"Black alone, not Hispanic","no","enough wanted",13801.63439219
"Nebraska",15,"Black alone, not Hispanic","no","often not enough",201.13110733
"Nebraska",15,"Black alone, not Hispanic","no","sometimes not enough",2965.6927009
"Nebraska",15,"Black alone, not Hispanic","no",NA,4820.0193469
"Nebraska",15,"Black alone, not Hispanic","yes","enough not wanted",12292.84128501
"Nebraska",15,"Black alone, not Hispanic","yes","enough wanted",5730.77164379
"Nebraska",15,"Black alone, not Hispanic","yes","often not enough",3757.09631471
"Nebraska",15,"Black alone, not Hispanic","yes","sometimes not enough",4042.25336447
"Nebraska",15,"Black alone, not Hispanic","yes",NA,1335.3634763
"Nebraska",15,"Hispanic or Latino, all Races","no","enough not wanted",20239.48871243
"Nebraska",15,"Hispanic or Latino, all Races","no","enough wanted",34851.5679264
"Nebraska",15,"Hispanic or Latino, all Races","no","sometimes not enough",5362.13150207
"Nebraska",15,"Hispanic or Latino, all Races","no",NA,6505.19407282
"Nebraska",15,"Hispanic or Latino, all Races","yes","enough not wanted",19801.02048617
"Nebraska",15,"Hispanic or Latino, all Races","yes","enough wanted",26299.00790086
"Nebraska",15,"Hispanic or Latino, all Races","yes","often not enough",269.83636936
"Nebraska",15,"Hispanic or Latino, all Races","yes","sometimes not enough",11079.38876353
"Nebraska",15,"Hispanic or Latino, all Races","yes",NA,9878.36426656
"Nebraska",15,"Two or more races or Other","no","enough not wanted",3211.30134733
"Nebraska",15,"Two or more races or Other","no","enough wanted",16656.30992524
"Nebraska",15,"Two or more races or Other","no","often not enough",289.716863
"Nebraska",15,"Two or more races or Other","no",NA,3130.0810427
"Nebraska",15,"Two or more races or Other","yes","enough not wanted",9039.76037994
"Nebraska",15,"Two or more races or Other","yes","enough wanted",13554.61136783
"Nebraska",15,"Two or more races or Other","yes","often not enough",2113.20583087
"Nebraska",15,"Two or more races or Other","yes",NA,8502.47865142
"Nebraska",15,"White alone, not Hispanic","no","enough not wanted",138440.66938185
"Nebraska",15,"White alone, not Hispanic","no","enough wanted",497058.83734006
"Nebraska",15,"White alone, not Hispanic","no","often not enough",4167.92027507
"Nebraska",15,"White alone, not Hispanic","no","sometimes not enough",43555.88150258
"Nebraska",15,"White alone, not Hispanic","no",NA,53300.01769535
"Nebraska",15,"White alone, not Hispanic","yes","enough not wanted",96247.24784737
"Nebraska",15,"White alone, not Hispanic","yes","enough wanted",245742.8016091
"Nebraska",15,"White alone, not Hispanic","yes","often not enough",7377.16380942
"Nebraska",15,"White alone, not Hispanic","yes","sometimes not enough",17502.4925816
"Nebraska",15,"White alone, not Hispanic","yes",NA,47750.96795588
"Nebraska",16,"Asian alone, not Hispanic","no","enough not wanted",4409.00043901
"Nebraska",16,"Asian alone, not Hispanic","no","enough wanted",7149.62256989
"Nebraska",16,"Asian alone, not Hispanic","no",NA,323.62760117
"Nebraska",16,"Asian alone, not Hispanic","yes","enough wanted",7703.58469388
"Nebraska",16,"Asian alone, not Hispanic","yes","sometimes not enough",1166.5976195
"Nebraska",16,"Asian alone, not Hispanic","yes",NA,1031.85954096
"Nebraska",16,"Black alone, not Hispanic","no","enough not wanted",7706.29397547
"Nebraska",16,"Black alone, not Hispanic","no","enough wanted",13267.63512823
"Nebraska",16,"Black alone, not Hispanic","no","often not enough",2063.4621382
"Nebraska",16,"Black alone, not Hispanic","no","sometimes not enough",272.25069186
"Nebraska",16,"Black alone, not Hispanic","no",NA,5969.72948883
"Nebraska",16,"Black alone, not Hispanic","yes","enough not wanted",3154.62349552
"Nebraska",16,"Black alone, not Hispanic","yes","enough wanted",18260.12698349
"Nebraska",16,"Black alone, not Hispanic","yes","often not enough",299.17913601
"Nebraska",16,"Black alone, not Hispanic","yes","sometimes not enough",2022.41320199
"Nebraska",16,"Black alone, not Hispanic","yes",NA,8518.85654511
"Nebraska",16,"Hispanic or Latino, all Races","no","enough not wanted",15377.76401036
"Nebraska",16,"Hispanic or Latino, all Races","no","enough wanted",35686.76563315
"Nebraska",16,"Hispanic or Latino, all Races","no","often not enough",1023.5286492
"Nebraska",16,"Hispanic or Latino, all Races","no","sometimes not enough",5858.8431731
"Nebraska",16,"Hispanic or Latino, all Races","no",NA,4564.02478377
"Nebraska",16,"Hispanic or Latino, all Races","yes","enough not wanted",26667.74506325
"Nebraska",16,"Hispanic or Latino, all Races","yes","enough wanted",29449.27408566
"Nebraska",16,"Hispanic or Latino, all Races","yes","often not enough",2023.83258556
"Nebraska",16,"Hispanic or Latino, all Races","yes","sometimes not enough",627.5055339
"Nebraska",16,"Hispanic or Latino, all Races","yes",NA,13006.7164821
"Nebraska",16,"Two or more races or Other","no","enough not wanted",12913.02378798
"Nebraska",16,"Two or more races or Other","no","enough wanted",11685.83899057
"Nebraska",16,"Two or more races or Other","no","sometimes not enough",3243.14574491
"Nebraska",16,"Two or more races or Other","no",NA,2455.56566073
"Nebraska",16,"Two or more races or Other","yes","enough not wanted",1153.59370183
"Nebraska",16,"Two or more races or Other","yes","enough wanted",5575.28333533
"Nebraska",16,"Two or more races or Other","yes","sometimes not enough",2254.33337153
"Nebraska",16,"Two or more races or Other","yes",NA,10161.35215778
"Nebraska",16,"White alone, not Hispanic","no","enough not wanted",163823.82870092
"Nebraska",16,"White alone, not Hispanic","no","enough wanted",469837.2454598
"Nebraska",16,"White alone, not Hispanic","no","often not enough",4744.17528549
"Nebraska",16,"White alone, not Hispanic","no","sometimes not enough",26830.88592269
"Nebraska",16,"White alone, not Hispanic","no",NA,80005.749154
"Nebraska",16,"White alone, not Hispanic","yes","enough not wanted",85855.3205729
"Nebraska",16,"White alone, not Hispanic","yes","enough wanted",242680.00577178
"Nebraska",16,"White alone, not Hispanic","yes","often not enough",7485.9922556
"Nebraska",16,"White alone, not Hispanic","yes","sometimes not enough",26001.28178366
"Nebraska",16,"White alone, not Hispanic","yes",NA,43879.5150919
"Nebraska",17,"Asian alone, not Hispanic","no","enough wanted",6921.6269406
"Nebraska",17,"Asian alone, not Hispanic","no",NA,1683.93451272
"Nebraska",17,"Asian alone, not Hispanic","yes","enough not wanted",7815.9256205
"Nebraska",17,"Asian alone, not Hispanic","yes","enough wanted",6992.53735184
"Nebraska",17,"Asian alone, not Hispanic","yes","sometimes not enough",2822.7078636
"Nebraska",17,"Asian alone, not Hispanic","yes",NA,4314.4349986
"Nebraska",17,"Black alone, not Hispanic","no","enough not wanted",8915.50423966
"Nebraska",17,"Black alone, not Hispanic","no","enough wanted",16605.96762197
"Nebraska",17,"Black alone, not Hispanic","no","sometimes not enough",3860.6475855
"Nebraska",17,"Black alone, not Hispanic","no",NA,5191.92228238
"Nebraska",17,"Black alone, not Hispanic","yes","enough not wanted",9299.96149233
"Nebraska",17,"Black alone, not Hispanic","yes","enough wanted",9601.78716305
"Nebraska",17,"Black alone, not Hispanic","yes","often not enough",1185.3501688
"Nebraska",17,"Black alone, not Hispanic","yes","sometimes not enough",3524.05869004
"Nebraska",17,"Black alone, not Hispanic","yes",NA,3556.0505065
"Nebraska",17,"Hispanic or Latino, all Races","no","enough not wanted",6706.42461256
"Nebraska",17,"Hispanic or Latino, all Races","no","enough wanted",12813.87277517
"Nebraska",17,"Hispanic or Latino, all Races","no","often not enough",3174.3820319
"Nebraska",17,"Hispanic or Latino, all Races","no","sometimes not enough",1926.63514689
"Nebraska",17,"Hispanic or Latino, all Races","no",NA,7103.8900629
"Nebraska",17,"Hispanic or Latino, all Races","yes","enough not wanted",13544.50689403
"Nebraska",17,"Hispanic or Latino, all Races","yes","enough wanted",17940.45165784
"Nebraska",17,"Hispanic or Latino, all Races","yes","often not enough",5570.85140907
"Nebraska",17,"Hispanic or Latino, all Races","yes","sometimes not enough",15307.2154417
"Nebraska",17,"Hispanic or Latino, all Races","yes",NA,9814.04483738
"Nebraska",17,"Two or more races or Other","no","enough not wanted",4508.49677758
"Nebraska",17,"Two or more races or Other","no","enough wanted",9382.37002186
"Nebraska",17,"Two or more races or Other","no","often not enough",1056.1831751
"Nebraska",17,"Two or more races or Other","no","sometimes not enough",11716.1672587
"Nebraska",17,"Two or more races or Other","yes","enough not wanted",3630.40143662
"Nebraska",17,"Two or more races or Other","yes","enough wanted",3303.26410733
"Nebraska",17,"Two or more races or Other","yes","sometimes not enough",922.4202219
"Nebraska",17,"Two or more races or Other","yes",NA,2822.7078636
"Nebraska",17,"White alone, not Hispanic","no","enough not wanted",141113.480798005
"Nebraska",17,"White alone, not Hispanic","no","enough wanted",492632.04350174
"Nebraska",17,"White alone, not Hispanic","no","often not enough",26256.7631445
"Nebraska",17,"White alone, not Hispanic","no","sometimes not enough",25679.50744249
"Nebraska",17,"White alone, not Hispanic","no",NA,87947.19056104
"Nebraska",17,"White alone, not Hispanic","yes","enough not wanted",91833.81075944
"Nebraska",17,"White alone, not Hispanic","yes","enough wanted",251900.88918683
"Nebraska",17,"White alone, not Hispanic","yes","often not enough",5650.7140497
"Nebraska",17,"White alone, not Hispanic","yes","sometimes not enough",35324.83081777
"Nebraska",17,"White alone, not Hispanic","yes",NA,36315.06696627
"Nevada",13,"Asian alone, not Hispanic","no","enough not wanted",17204.23612587
"Nevada",13,"Asian alone, not Hispanic","no","enough wanted",92958.03739591
"Nevada",13,"Asian alone, not Hispanic","no","sometimes not enough",12646.61031236
"Nevada",13,"Asian alone, not Hispanic","no",NA,14674.63696155
"Nevada",13,"Asian alone, not Hispanic","yes","enough not wanted",24551.96245148
"Nevada",13,"Asian alone, not Hispanic","yes","enough wanted",43797.35352843
"Nevada",13,"Asian alone, not Hispanic","yes","sometimes not enough",315.62720407
"Nevada",13,"Asian alone, not Hispanic","yes",NA,4930.33984542
"Nevada",13,"Black alone, not Hispanic","no","enough not wanted",20609.82287575
"Nevada",13,"Black alone, not Hispanic","no","enough wanted",38080.38573845
"Nevada",13,"Black alone, not Hispanic","no","often not enough",3361.51791599
"Nevada",13,"Black alone, not Hispanic","no","sometimes not enough",16640.21445309
"Nevada",13,"Black alone, not Hispanic","no",NA,20453.9299328
"Nevada",13,"Black alone, not Hispanic","yes","enough not wanted",43874.6154939
"Nevada",13,"Black alone, not Hispanic","yes","enough wanted",33209.84136757
"Nevada",13,"Black alone, not Hispanic","yes","often not enough",11188.1482198
"Nevada",13,"Black alone, not Hispanic","yes","sometimes not enough",9842.94434314
"Nevada",13,"Black alone, not Hispanic","yes",NA,15873.57965951
"Nevada",13,"Hispanic or Latino, all Races","no","enough not wanted",84844.18726141
"Nevada",13,"Hispanic or Latino, all Races","no","enough wanted",157506.340703822
"Nevada",13,"Hispanic or Latino, all Races","no","often not enough",12871.5798312
"Nevada",13,"Hispanic or Latino, all Races","no","sometimes not enough",17338.16372941
"Nevada",13,"Hispanic or Latino, all Races","no",NA,52344.84225537
"Nevada",13,"Hispanic or Latino, all Races","yes","enough not wanted",127839.593150279
"Nevada",13,"Hispanic or Latino, all Races","yes","enough wanted",94461.67134065
"Nevada",13,"Hispanic or Latino, all Races","yes","often not enough",8254.50801064
"Nevada",13,"Hispanic or Latino, all Races","yes","sometimes not enough",35822.83641791
"Nevada",13,"Hispanic or Latino, all Races","yes",NA,38869.27729893
"Nevada",13,"Two or more races or Other","no","enough not wanted",18196.90977279
"Nevada",13,"Two or more races or Other","no","enough wanted",44246.07772125
"Nevada",13,"Two or more races or Other","no","often not enough",1810.867128
"Nevada",13,"Two or more races or Other","no","sometimes not enough",5334.69326074
"Nevada",13,"Two or more races or Other","no",NA,4403.9801014
"Nevada",13,"Two or more races or Other","yes","enough not wanted",16133.46261828
"Nevada",13,"Two or more races or Other","yes","enough wanted",9934.091023862
"Nevada",13,"Two or more races or Other","yes","sometimes not enough",4333.53211435
"Nevada",13,"Two or more races or Other","yes",NA,7413.58243405
"Nevada",13,"White alone, not Hispanic","no","enough not wanted",194053.85477962
"Nevada",13,"White alone, not Hispanic","no","enough wanted",499976.07596367
"Nevada",13,"White alone, not Hispanic","no","often not enough",8867.74613221
"Nevada",13,"White alone, not Hispanic","no","sometimes not enough",35721.35433344
"Nevada",13,"White alone, not Hispanic","no",NA,67263.08836467
"Nevada",13,"White alone, not Hispanic","yes","enough not wanted",102866.428217675
"Nevada",13,"White alone, not Hispanic","yes","enough wanted",229921.724894235
"Nevada",13,"White alone, not Hispanic","yes","often not enough",13005.68133475
"Nevada",13,"White alone, not Hispanic","yes","sometimes not enough",18211.2845381
"Nevada",13,"White alone, not Hispanic","yes",NA,63395.76144115
"Nevada",14,"Asian alone, not Hispanic","no","enough not wanted",39382.31904049
"Nevada",14,"Asian alone, not Hispanic","no","enough wanted",64051.82038454
"Nevada",14,"Asian alone, not Hispanic","no","sometimes not enough",8912.60955543
"Nevada",14,"Asian alone, not Hispanic","no",NA,14804.3167961
"Nevada",14,"Asian alone, not Hispanic","yes","enough not wanted",26367.92210964
"Nevada",14,"Asian alone, not Hispanic","yes","enough wanted",19469.87595913
"Nevada",14,"Asian alone, not Hispanic","yes","sometimes not enough",14967.58042543
"Nevada",14,"Asian alone, not Hispanic","yes",NA,3659.13053876
"Nevada",14,"Black alone, not Hispanic","no","enough not wanted",11840.53531736
"Nevada",14,"Black alone, not Hispanic","no","enough wanted",66657.94331156
"Nevada",14,"Black alone, not Hispanic","no","often not enough",351.83928408
"Nevada",14,"Black alone, not Hispanic","no","sometimes not enough",7167.33371293
"Nevada",14,"Black alone, not Hispanic","no",NA,25558.7145406
"Nevada",14,"Black alone, not Hispanic","yes","enough not wanted",48844.14601441
"Nevada",14,"Black alone, not Hispanic","yes","enough wanted",24948.96597915
"Nevada",14,"Black alone, not Hispanic","yes","often not enough",1770.0502372
"Nevada",14,"Black alone, not Hispanic","yes","sometimes not enough",8359.19692148
"Nevada",14,"Black alone, not Hispanic","yes",NA,17636.27468166
"Nevada",14,"Hispanic or Latino, all Races","no","enough not wanted",104691.9060476
"Nevada",14,"Hispanic or Latino, all Races","no","enough wanted",169686.69888797
"Nevada",14,"Hispanic or Latino, all Races","no","often not enough",8145.8144745
"Nevada",14,"Hispanic or Latino, all Races","no","sometimes not enough",51042.68191146
"Nevada",14,"Hispanic or Latino, all Races","no",NA,38904.99681887
"Nevada",14,"Hispanic or Latino, all Races","yes","enough not wanted",72416.56781802
"Nevada",14,"Hispanic or Latino, all Races","yes","enough wanted",101491.23595675
"Nevada",14,"Hispanic or Latino, all Races","yes","often not enough",6327.1522566
"Nevada",14,"Hispanic or Latino, all Races","yes","sometimes not enough",34902.05878541
"Nevada",14,"Hispanic or Latino, all Races","yes",NA,42543.88704294
"Nevada",14,"Two or more races or Other","no","enough not wanted",20110.8078852
"Nevada",14,"Two or more races or Other","no","enough wanted",29151.62722154
"Nevada",14,"Two or more races or Other","no","often not enough",6299.97531399
"Nevada",14,"Two or more races or Other","no","sometimes not enough",8879.50036863
"Nevada",14,"Two or more races or Other","no",NA,4114.67832137
"Nevada",14,"Two or more races or Other","yes","enough not wanted",16552.44583908
"Nevada",14,"Two or more races or Other","yes","enough wanted",21516.69874882
"Nevada",14,"Two or more races or Other","yes","sometimes not enough",12119.95583185
"Nevada",14,"Two or more races or Other","yes",NA,12524.73566004
"Nevada",14,"White alone, not Hispanic","no","enough not wanted",220420.422895489
"Nevada",14,"White alone, not Hispanic","no","enough wanted",501621.396522059
"Nevada",14,"White alone, not Hispanic","no","often not enough",13982.81768238
"Nevada",14,"White alone, not Hispanic","no","sometimes not enough",36993.0447409
"Nevada",14,"White alone, not Hispanic","no",NA,75751.68294189
"Nevada",14,"White alone, not Hispanic","yes","enough not wanted",113751.59742981
"Nevada",14,"White alone, not Hispanic","yes","enough wanted",191726.87594878
"Nevada",14,"White alone, not Hispanic","yes","often not enough",6212.215608
"Nevada",14,"White alone, not Hispanic","yes","sometimes not enough",26749.517479048
"Nevada",14,"White alone, not Hispanic","yes",NA,46073.42874947
"Nevada",15,"Asian alone, not Hispanic","no","enough not wanted",33080.63637859
"Nevada",15,"Asian alone, not Hispanic","no","enough wanted",66051.09484533
"Nevada",15,"Asian alone, not Hispanic","no","often not enough",3268.6100301
"Nevada",15,"Asian alone, not Hispanic","no","sometimes not enough",4937.85453623
"Nevada",15,"Asian alone, not Hispanic","no",NA,4560.42528609
"Nevada",15,"Asian alone, not Hispanic","yes","enough not wanted",16835.44611438
"Nevada",15,"Asian alone, not Hispanic","yes","enough wanted",35759.21233069
"Nevada",15,"Asian alone, not Hispanic","yes","sometimes not enough",3848.752451
"Nevada",15,"Asian alone, not Hispanic","yes",NA,6218.36677406
"Nevada",15,"Black alone, not Hispanic","no","enough not wanted",26636.82201015
"Nevada",15,"Black alone, not Hispanic","no","enough wanted",67638.47265587
"Nevada",15,"Black alone, not Hispanic","no","often not enough",2485.62346353
"Nevada",15,"Black alone, not Hispanic","no","sometimes not enough",8635.66262612
"Nevada",15,"Black alone, not Hispanic","no",NA,10461.71399029
"Nevada",15,"Black alone, not Hispanic","yes","enough not wanted",24214.87559704
"Nevada",15,"Black alone, not Hispanic","yes","enough wanted",32252.94646839
"Nevada",15,"Black alone, not Hispanic","yes","often not enough",1571.6305947
"Nevada",15,"Black alone, not Hispanic","yes","sometimes not enough",15342.98679482
"Nevada",15,"Black alone, not Hispanic","yes",NA,23894.26579881
"Nevada",15,"Hispanic or Latino, all Races","no","enough not wanted",77763.83884456
"Nevada",15,"Hispanic or Latino, all Races","no","enough wanted",126607.01815796
"Nevada",15,"Hispanic or Latino, all Races","no","often not enough",3571.70269081
"Nevada",15,"Hispanic or Latino, all Races","no","sometimes not enough",32199.89750484
"Nevada",15,"Hispanic or Latino, all Races","no",NA,34448.85849864
"Nevada",15,"Hispanic or Latino, all Races","yes","enough not wanted",138847.62357749
"Nevada",15,"Hispanic or Latino, all Races","yes","enough wanted",78386.7560337
"Nevada",15,"Hispanic or Latino, all Races","yes","often not enough",14460.70734248
"Nevada",15,"Hispanic or Latino, all Races","yes","sometimes not enough",60170.91583183
"Nevada",15,"Hispanic or Latino, all Races","yes",NA,63695.68151711
"Nevada",15,"Two or more races or Other","no","enough not wanted",19149.96852856
"Nevada",15,"Two or more races or Other","no","enough wanted",34878.29141081
"Nevada",15,"Two or more races or Other","no","often not enough",14713.482062
"Nevada",15,"Two or more races or Other","no","sometimes not enough",1045.7647861
"Nevada",15,"Two or more races or Other","no",NA,430.05156008
"Nevada",15,"Two or more races or Other","yes","enough not wanted",25147.62619208
"Nevada",15,"Two or more races or Other","yes","enough wanted",29175.25374411
"Nevada",15,"Two or more races or Other","yes","often not enough",2760.85614608
"Nevada",15,"Two or more races or Other","yes","sometimes not enough",8500.54136128
"Nevada",15,"Two or more races or Other","yes",NA,12523.76546232
"Nevada",15,"White alone, not Hispanic","no","enough not wanted",187279.99038797
"Nevada",15,"White alone, not Hispanic","no","enough wanted",525866.429192894
"Nevada",15,"White alone, not Hispanic","no","often not enough",11003.62778467
"Nevada",15,"White alone, not Hispanic","no","sometimes not enough",70141.89171176
"Nevada",15,"White alone, not Hispanic","no",NA,77466.31195491
"Nevada",15,"White alone, not Hispanic","yes","enough not wanted",84540.861853799
"Nevada",15,"White alone, not Hispanic","yes","enough wanted",194157.440300863
"Nevada",15,"White alone, not Hispanic","yes","often not enough",11666.52837096
"Nevada",15,"White alone, not Hispanic","yes","sometimes not enough",31128.61055825
"Nevada",15,"White alone, not Hispanic","yes",NA,40031.30788234
"Nevada",16,"Asian alone, not Hispanic","no","enough not wanted",29941.50661506
"Nevada",16,"Asian alone, not Hispanic","no","enough wanted",55747.47962751
"Nevada",16,"Asian alone, not Hispanic","no","often not enough",6022.75699399
"Nevada",16,"Asian alone, not Hispanic","no","sometimes not enough",5473.5489696
"Nevada",16,"Asian alone, not Hispanic","no",NA,8229.45557326
"Nevada",16,"Asian alone, not Hispanic","yes","enough not wanted",17236.34118259
"Nevada",16,"Asian alone, not Hispanic","yes","enough wanted",46081.25341737
"Nevada",16,"Asian alone, not Hispanic","yes","often not enough",5004.0167692
"Nevada",16,"Asian alone, not Hispanic","yes","sometimes not enough",10733.3479073
"Nevada",16,"Asian alone, not Hispanic","yes",NA,5564.50503438
"Nevada",16,"Black alone, not Hispanic","no","enough not wanted",16489.69046528
"Nevada",16,"Black alone, not Hispanic","no","enough wanted",40789.44559291
"Nevada",16,"Black alone, not Hispanic","no","often not enough",182.6966978
"Nevada",16,"Black alone, not Hispanic","no","sometimes not enough",12030.90360028
"Nevada",16,"Black alone, not Hispanic","no",NA,9252.03978025
"Nevada",16,"Black alone, not Hispanic","yes","enough not wanted",39945.98918799
"Nevada",16,"Black alone, not Hispanic","yes","enough wanted",41867.00483824
"Nevada",16,"Black alone, not Hispanic","yes","often not enough",3193.8682358
"Nevada",16,"Black alone, not Hispanic","yes","sometimes not enough",30543.80829387
"Nevada",16,"Black alone, not Hispanic","yes",NA,18839.55330849
"Nevada",16,"Hispanic or Latino, all Races","no","enough not wanted",69597.10957933
"Nevada",16,"Hispanic or Latino, all Races","no","enough wanted",119136.09898824
"Nevada",16,"Hispanic or Latino, all Races","no","often not enough",14715.4202488
"Nevada",16,"Hispanic or Latino, all Races","no","sometimes not enough",43226.1516283
"Nevada",16,"Hispanic or Latino, all Races","no",NA,19316.93621199
"Nevada",16,"Hispanic or Latino, all Races","yes","enough not wanted",138235.50206706
"Nevada",16,"Hispanic or Latino, all Races","yes","enough wanted",112628.4602691
"Nevada",16,"Hispanic or Latino, all Races","yes","often not enough",5106.388356
"Nevada",16,"Hispanic or Latino, all Races","yes","sometimes not enough",50284.0890991
"Nevada",16,"Hispanic or Latino, all Races","yes",NA,57906.8435517
"Nevada",16,"Two or more races or Other","no","enough not wanted",23640.07518521
"Nevada",16,"Two or more races or Other","no","enough wanted",23051.42294708
"Nevada",16,"Two or more races or Other","no","often not enough",6266.93334681
"Nevada",16,"Two or more races or Other","no","sometimes not enough",4976.90950133
"Nevada",16,"Two or more races or Other","no",NA,3862.50526593
"Nevada",16,"Two or more races or Other","yes","enough not wanted",8259.250172649
"Nevada",16,"Two or more races or Other","yes","enough wanted",28645.2303045
"Nevada",16,"Two or more races or Other","yes","often not enough",836.14849057
"Nevada",16,"Two or more races or Other","yes","sometimes not enough",24288.6037208
"Nevada",16,"Two or more races or Other","yes",NA,9024.70897431
"Nevada",16,"White alone, not Hispanic","no","enough not wanted",194604.92656533
"Nevada",16,"White alone, not Hispanic","no","enough wanted",537925.79033093
"Nevada",16,"White alone, not Hispanic","no","often not enough",13094.01120378
"Nevada",16,"White alone, not Hispanic","no","sometimes not enough",38150.27764659
"Nevada",16,"White alone, not Hispanic","no",NA,66190.27237901
"Nevada",16,"White alone, not Hispanic","yes","enough not wanted",121675.18713534
"Nevada",16,"White alone, not Hispanic","yes","enough wanted",202598.7907066
"Nevada",16,"White alone, not Hispanic","yes","often not enough",3169.280379
"Nevada",16,"White alone, not Hispanic","yes","sometimes not enough",16461.38899431
"Nevada",16,"White alone, not Hispanic","yes",NA,39413.07465753
"Nevada",17,"Asian alone, not Hispanic","no","enough not wanted",34065.09053686
"Nevada",17,"Asian alone, not Hispanic","no","enough wanted",52848.665050315
"Nevada",17,"Asian alone, not Hispanic","no","sometimes not enough",2152.46637412
"Nevada",17,"Asian alone, not Hispanic","no",NA,21486.08135314
"Nevada",17,"Asian alone, not Hispanic","yes","enough not wanted",39981.06588681
"Nevada",17,"Asian alone, not Hispanic","yes","enough wanted",33587.1652913
"Nevada",17,"Asian alone, not Hispanic","yes",NA,3877.324599
"Nevada",17,"Black alone, not Hispanic","no","enough not wanted",40945.48613134
"Nevada",17,"Black alone, not Hispanic","no","enough wanted",25102.29646484
"Nevada",17,"Black alone, not Hispanic","no","often not enough",5116.3401978
"Nevada",17,"Black alone, not Hispanic","no","sometimes not enough",9085.29319486
"Nevada",17,"Black alone, not Hispanic","no",NA,13306.65076102
"Nevada",17,"Black alone, not Hispanic","yes","enough not wanted",37233.84696957
"Nevada",17,"Black alone, not Hispanic","yes","enough wanted",35232.14347495
